target_id	source_id	label
10854	30876	0
10857	33274	1
10857	28839	0
10901	28199	1
10901	7051	0
10903	32892	1
10903	1835	0
10904	29074	1
10904	34228	0
10906	31922	1
10906	33934	0
10909	34181	1
10909	30581	0
10910	28237	1
10910	33951	0
10913	28326	1
10913	30916	0
10918	28350	1
10918	25924	0
10922	34405	1
10922	28109	0
10923	32893	1
10923	31828	0
10926	32782	1
10926	13952	0
10927	14302	1
10927	4964	0
10928	32002	1
10928	1731	0
10935	33265	1
10935	45697	0
10937	34113	1
10937	21632	0
10938	28290	1
10938	4686	0
10940	36908	1
10940	14985	0
10941	34114	1
10941	34271	0
10942	34116	1
10942	29727	0
10943	34248	1
10943	25945	0
10946	5168	1
10946	14378	0
10949	36813	1
10949	28171	0
10950	34297	1
10950	3263	0
10956	4992	1
10956	25742	0
10957	27709	1
10957	30046	0
10961	28988	1
10961	33653	0
10964	4863	1
10964	31963	0
10966	37979	1
10966	4611	0
10967	30389	1
10967	14375	0
11002	33942	1
11002	31927	0
11003	33942	1
11003	27268	0
11005	28897	1
11005	33411	0
11007	5149	1
11007	14285	0
11009	34403	1
11009	38756	0
11012	32809	1
11012	40704	0
11013	6639	1
11013	33219	0
11015	32748	1
11015	2517	0
11016	34311	1
11016	38723	0
11018	34311	1
11018	4362	0
11019	28347	1
11019	7108	0
11020	34314	1
11020	27828	0
11022	32893	1
11022	33804	0
11026	32837	1
11026	41215	0
11031	36809	1
11031	25729	0
11032	36907	1
11032	11797	0
11035	39358	1
11035	30187	0
11038	34159	1
11038	30916	0
11040	37790	1
11040	6764	0
11043	29437	1
11043	38340	0
11045	34189	1
11045	31257	0
11047	34297	1
11047	31344	0
11050	29127	1
11050	12080	0
11052	27572	1
11052	27009	0
11053	27709	1
11053	22026	0
11056	27710	1
11056	26401	0
11057	27708	1
11057	14320	0
11059	28074	1
11059	13967	0
11060	33265	1
11060	34247	0
11061	38667	1
11061	33134	0
11062	30389	1
11062	26146	0
11125	29117	1
11125	14042	0
11126	28983	1
11126	13948	0
11127	28420	1
11127	40624	0
11128	38914	1
11128	38416	0
11129	4997	1
11129	22603	0
11143	33103	1
11143	30334	0
11144	1013	1
11144	28059	0
11145	38756	1
11145	37867	0
11146	26258	1
11146	11989	0
11147	14475	1
11147	34137	0
11150	38666	1
11150	32823	0
11151	38188	1
11151	26242	0
11152	25957	1
11152	29574	0
11201	38764	1
11201	29639	0
11202	6648	1
11202	4805	0
11203	28997	1
11203	1413	0
11204	4889	1
11204	30264	0
11205	4888	1
11205	6959	0
11208	28986	1
11208	5903	0
11209	29116	1
11209	28166	0
11234	25921	1
11234	26301	0
11235	25947	1
11235	12084	0
11237	29111	1
11237	39031	0
11239	29103	1
11239	31324	0
11245	29106	1
11245	6724	0
11247	4997	1
11247	27108	0
11301	1015	1
11301	27707	0
11304	25955	1
11304	7102	0
11306	38931	1
11306	124	0
11307	29108	1
11307	4724	0
11308	28858	1
11308	6768	0
11309	29116	1
11309	33526	0
11311	39102	1
11311	38765	0
11314	33445	1
11314	27023	0
11316	29020	1
11316	37884	0
11318	14335	1
11318	27339	0
11319	28860	1
11319	30304	0
11320	29127	1
11320	25740	0
11321	28892	1
11321	33022	0
11322	29125	1
11322	38307	0
11328	30384	1
11328	15036	0
11329	30385	1
11329	4101	0
11330	30298	1
11330	3809	0
11333	32820	1
11333	5014	0
11337	32821	1
11337	27114	0
11338	6654	1
11338	43611	0
11339	1318	1
11339	14145	0
11340	30390	1
11340	33233	0
11341	30389	1
11341	43637	0
11342	31830	1
11342	37762	0
11343	37886	1
11343	33333	0
11346	37778	1
11346	28802	0
11348	37781	1
11348	28046	0
11350	37784	1
11350	32159	0
11351	28183	1
11351	30893	0
11354	34270	1
11354	28338	0
11355	31159	1
11355	33323	0
11358	26709	1
11358	33231	0
11359	4955	1
11359	27576	0
11363	4955	1
11363	30573	0
11365	28199	1
11365	6088	0
11367	14306	1
11367	26518	0
11370	28326	1
11370	6777	0
11371	28331	1
11371	28610	0
11373	28241	1
11373	43612	0
11376	4839	1
11376	38225	0
11379	28346	1
11379	28038	0
11380	4955	1
11380	27266	0
11383	4954	1
11383	33855	0
11385	4954	1
11385	3644	0
11387	34146	1
11387	3421	0
11388	28656	1
11388	25205	0
11389	28658	1
11389	41929	0
11390	31982	1
11390	33535	0
11391	31983	1
11391	26417	0
11393	30054	1
11393	7136	0
11398	32002	1
11398	28150	0
11399	28378	1
11399	31629	0
11405	32820	1
11405	5958	0
11406	37943	1
11406	38149	0
11408	38932	1
11408	3555	0
11409	34296	1
11409	24903	0
11410	29117	1
11410	30703	0
11411	38933	1
11411	28354	0
11412	29119	1
11412	30309	0
11413	39004	1
11413	30258	0
11414	29117	1
11414	36733	0
11416	29018	1
11416	38732	0
11417	33356	1
11417	28171	0
11421	29020	1
11421	32001	0
11425	37839	1
11425	30892	0
11428	32759	1
11428	6486	0
11433	30387	1
11433	30805	0
11434	30381	1
11434	30254	0
11435	30383	1
11435	39834	0
11436	37901	1
11436	26242	0
11440	6651	1
11440	11886	0
11443	30390	1
11443	33363	0
11445	37891	1
11445	28934	0
11447	37794	1
11447	30032	0
11448	14356	1
11448	25948	0
11449	37770	1
11449	6440	0
11450	37776	1
11450	30585	0
11451	37779	1
11451	31720	0
11452	28074	1
11452	33803	0
11454	2113	1
11454	14288	0
11455	28203	1
11455	6880	0
11456	33132	1
11456	29428	0
11458	33670	1
11458	42308	0
11459	26037	1
11459	30350	0
11460	5149	1
11460	37976	0
11461	25951	1
11461	28993	0
11465	26709	1
11465	37788	0
11466	4955	1
11466	3143	0
11467	28322	1
11467	31824	0
11468	33033	1
11468	7008	0
11469	28302	1
11469	33521	0
11470	33837	1
11470	2101	0
11471	28326	1
11471	38423	0
11472	26709	1
11472	28275	0
11475	28328	1
11475	45770	0
11477	32893	1
11477	4724	0
11478	28238	1
11478	28178	0
11479	28239	1
11479	38732	0
11481	27564	1
11481	37903	0
11483	28343	1
11483	39232	0
11484	28344	1
11484	34265	0
11485	28348	1
11485	31439	0
11486	28345	1
11486	11894	0
11489	28657	1
11489	33947	0
11491	31893	1
11491	7027	0
11492	30130	1
11492	30673	0
11493	13968	1
11493	27191	0
11494	31986	1
11494	30893	0
11495	31987	1
11495	43522	0
11500	31996	1
11500	38282	0
11501	28380	1
11501	25851	0
11505	28385	1
11505	4264	0
11506	28386	1
11506	14123	0
11508	28430	1
11508	28290	0
11601	28376	1
11601	28075	0
11602	4846	1
11602	28511	0
11604	28908	1
11604	45678	0
11605	32004	1
11605	22401	0
11606	28384	1
11606	28891	0
11608	28382	1
11608	33363	0
11609	28387	1
11609	6204	0
11610	28511	1
11610	38029	0
11611	28507	1
11611	32323	0
11612	28507	1
11612	12030	0
11614	28432	1
11614	37943	0
11618	28433	1
11618	41926	0
11620	28431	1
11620	34277	0
11621	28506	1
11621	26413	0
11623	28508	1
11623	4758	0
11624	4847	1
11624	28051	0
11626	28439	1
11626	6639	0
11627	28442	1
11627	43606	0
11629	28444	1
11629	6026	0
11632	30549	1
11632	4722	0
11633	26709	1
11633	28072	0
11635	26709	1
11635	14647	0
11637	32160	1
11637	38297	0
11639	32160	1
11639	42021	0
11701	30591	1
11701	33907	0
11702	14449	1
11702	30177	0
11703	37823	1
11703	33943	0
11707	14355	1
11707	28987	0
11708	37822	1
11708	34133	0
11710	30661	1
11710	28973	0
11711	14433	1
11711	30876	0
11712	201	1
11712	38286	0
11713	28839	1
11713	4994	0
11714	27491	1
11714	33118	0
11715	26019	1
11715	6628	0
11717	28857	1
11717	25529	0
11718	28857	1
11718	25727	0
11719	28866	1
11719	37790	0
11721	29004	1
11721	5028	0
11722	29005	1
11722	34008	0
11723	29010	1
11723	3150	0
11724	34266	1
11724	36235	0
11726	4877	1
11726	14245	0
11728	28981	1
11728	6300	0
11730	29022	1
11730	30390	0
11734	29137	1
11734	14092	0
11736	29136	1
11736	45633	0
11737	29134	1
11737	26137	0
11738	28532	1
11738	30517	0
11739	28535	1
11739	34228	0
11745	28663	1
11745	32113	0
11747	28662	1
11747	21901	0
11748	32065	1
11748	14445	0
11756	30527	1
11756	23821	0
11763	30530	1
11763	28290	0
11765	30534	1
11765	29140	0
11770	29108	1
11770	21552	0
11779	28681	1
11779	27009	0
11780	28681	1
11780	31323	0
11781	28682	1
11781	29199	0
11794	31425	1
11794	38150	0
11798	31333	1
11798	23430	0
11800	4974	1
11800	40021	0
11802	37722	1
11802	37945	0
11803	37712	1
11803	38245	0
11807	28839	1
11807	6498	0
11808	28860	1
11808	45742	0
11810	28858	1
11810	4573	0
11813	28854	1
11813	14422	0
11814	28861	1
11814	29117	0
11817	29008	1
11817	40503	0
11819	27615	1
11819	31824	0
11820	27615	1
11820	4733	0
11821	29008	1
11821	14240	0
11822	14151	1
11822	27192	0
11825	28981	1
11825	26420	0
11826	38268	1
11826	21626	0
11829	29133	1
11829	26407	0
11833	28527	1
11833	14826	0
11834	28531	1
11834	14641	0
11835	28526	1
11835	45712	0
11836	28526	1
11836	21520	0
11838	28533	1
11838	14359	0
11840	28536	1
11840	31012	0
11841	28534	1
11841	30030	0
11842	32160	1
11842	4387	0
11844	4982	1
11844	13966	0
11857	34237	1
11857	7054	0
11858	30521	1
11858	37756	0
11866	30537	1
11866	43511	0
11867	30535	1
11867	31279	0
11868	30535	1
11868	38934	0
11869	30215	1
11869	14123	0
11877	30271	1
11877	32975	0
11881	28681	1
11881	26119	0
11890	31427	1
11890	3809	0
11896	31432	1
11896	28075	0
11897	31435	1
11897	14285	0
11898	31437	1
11898	4389	0
11901	33427	1
11901	33363	0
11902	31434	1
11902	6646	0
11903	31434	1
11903	26505	0
11904	31343	1
11904	14051	0
11918	4979	1
11918	40511	0
11920	31348	1
11920	27574	0
11921	4857	1
11921	30067	0
11924	32162	1
11924	4854	0
11940	26702	1
11940	45781	0
11941	4860	1
11941	40678	0
11946	32162	1
11946	6670	0
11947	2405	1
11947	4114	0
11948	2404	1
11948	37712	0
11950	4860	1
11950	30968	0
11955	31939	1
11955	4492	0
11956	31939	1
11956	20879	0
11957	31940	1
11957	4695	0
11958	30547	1
11958	25822	0
11961	30552	1
11961	28981	0
11962	4834	1
11962	6395	0
11963	30549	1
11963	26403	0
11965	30645	1
11965	3140	0
11966	30646	1
11966	4112	0
11967	30656	1
11967	14732	0
11969	37817	1
11969	33855	0
11970	30663	1
11970	25849	0
11971	30656	1
11971	30791	0
11975	31828	1
11975	14303	0
11976	31942	1
11976	6545	0
11980	31837	1
11980	14984	0
12018	31441	1
12018	30014	0
12020	4979	1
12020	32864	0
12021	31350	1
12021	31941	0
12022	31353	1
12022	6902	0
12039	31824	1
12039	40704	0
12042	30550	1
12042	38248	0
12043	2114	1
12043	38610	0
12044	2202	1
12044	4840	0
12047	28932	1
12047	7044	0
12049	21552	1
12049	26146	0
12051	4864	1
12051	34269	0
12052	28935	1
12052	25952	0
12054	28933	1
12054	31157	0
12056	28934	1
12056	2632	0
12062	26704	1
12062	40647	0
12063	30551	1
12063	4101	0
12065	30548	1
12065	39022	0
12066	30661	1
12066	30673	0
12067	30656	1
12067	38044	0
12069	4932	1
12069	45629	0
12070	31831	1
12070	39038	0
12071	31941	1
12071	3908	0
12072	31941	1
12072	25735	0
12073	31944	1
12073	30254	0
12075	31832	1
12075	45710	0
12077	31833	1
12077	31311	0
12078	31835	1
12078	25217	0
12105	26118	1
12105	33817	0
12110	28424	1
12110	5984	0
12112	36675	1
12112	28188	0
12113	36902	1
12113	6885	0
12204	26219	1
12204	28011	0
12206	26215	1
12206	14732	0
12210	14350	1
12210	14073	0
12212	28298	1
12212	30535	0
12302	36674	1
12302	6158	0
12310	36807	1
12310	14965	0
12314	36808	1
12314	21045	0
12315	36906	1
12315	14142	0
12316	36807	1
12316	4949	0
12323	31945	1
12323	4415	0
12330	31945	1
12330	40615	0
12334	31835	1
12334	14253	0
12335	28950	1
12335	36737	0
12404	36803	1
12404	14717	0
12410	36803	1
12410	29624	0
12411	36905	1
12411	34004	0
12412	36906	1
12412	1746	0
12418	31836	1
12418	28897	0
12419	31975	1
12419	26421	0
12422	29016	1
12422	6806	0
12424	28950	1
12424	25956	0
12505	31835	1
12505	25948	0
12506	31948	1
12506	28380	0
12508	31946	1
12508	11912	0
12510	31854	1
12510	4788	0
12603	31836	1
12603	32717	0
12604	31837	1
12604	27318	0
12605	31837	1
12605	31703	0
12609	31949	1
12609	26417	0
12702	31856	1
12702	34502	0
12705	31854	1
12705	38144	0
12802	31968	1
12802	4114	0
12901	36812	1
12901	28150	0
12902	36813	1
12902	14265	0
12909	37832	1
12909	38731	0
12913	37762	1
12913	33923	0
12915	37864	1
12915	4322	0
12916	37762	1
12916	30019	0
12918	125	1
12918	37957	0
12921	30640	1
12921	29007	0
13004	36908	1
13004	14285	0
13005	32922	1
13005	39950	0
13009	37729	1
13009	28074	0
13010	37730	1
13010	14713	0
13103	31963	1
13103	30518	0
13104	31857	1
13104	37950	0
13105	31858	1
13105	29008	0
13106	31855	1
13106	31833	0
13108	30673	1
13108	25953	0
13109	30840	1
13109	4440	0
13110	30832	1
13110	5920	0
13111	31416	1
13111	14976	0
13113	31323	1
13113	4560	0
13114	31323	1
13114	39027	0
13118	4964	1
13118	33106	0
13147	4835	1
13147	30271	0
13151	31971	1
13151	26509	0
13153	31868	1
13153	32239	0
13155	31973	1
13155	14250	0
13156	31873	1
13156	6656	0
13157	28421	1
13157	27017	0
13158	14072	1
13158	38198	0
13159	30915	1
13159	3143	0
13160	30877	1
13160	33861	0
13161	30875	1
13161	40512	0
13163	30880	1
13163	30021	0
13164	30877	1
13164	25535	0
13170	31159	1
13170	30757	0
13172	31157	1
13172	33834	0
13173	3443	1
13173	12408	0
13174	31186	1
13174	4826	0
13175	28934	1
13175	13923	0
13176	31181	1
13176	22602	0
13179	34238	1
13179	38280	0
13180	31875	1
13180	26519	0
13182	31875	1
13182	33007	0
13184	31875	1
13184	22104	0
13185	31875	1
13185	45629	0
13186	31881	1
13186	20553	0
13195	37601	1
13195	33126	0
13196	32786	1
13196	28038	0
13197	28409	1
13197	28829	0
13200	38759	1
13200	30219	0
13201	31862	1
13201	30746	0
13207	31964	1
13207	14289	0
13209	4841	1
13209	14338	0
13211	30675	1
13211	34288	0
13212	30840	1
13212	21405	0
13215	2104	1
13215	28151	0
13216	31416	1
13216	6578	0
13217	6762	1
13217	28127	0
13218	2104	1
13218	14304	0
13219	31322	1
13219	3248	0
13253	31969	1
13253	30174	0
13254	31862	1
13254	6147	0
13255	31862	1
13255	39118	0
13257	2104	1
13257	29549	0
13258	31326	1
13258	31349	0
13259	4966	1
13259	45680	0
13260	4967	1
13260	5091	0
13264	31974	1
13264	32841	0
13266	30860	1
13266	31807	0
13267	30875	1
13267	5949	0
13268	30863	1
13268	8364	0
13270	30915	1
13270	4513	0
13272	6293	1
13272	39141	0
13274	31159	1
13274	39232	0
13277	31177	1
13277	38381	0
13278	33520	1
13278	21520	0
13282	31311	1
13282	7048	0
13283	31311	1
13283	14045	0
13284	31405	1
13284	33435	0
13285	31875	1
13285	4664	0
13286	31881	1
13286	4607	0
13287	31881	1
13287	2105	0
13288	31881	1
13288	31968	0
13302	4496	1
13302	45630	0
13305	38934	1
13305	38292	0
13306	30039	1
13306	29002	0
13316	38033	1
13316	29050	0
13407	38029	1
13407	45720	0
13408	38029	1
13408	38353	0
13921	37894	1
13921	45782	0
19401	24904	1
19401	6877	0
19501	7141	1
19501	45804	0
19601	6773	1
19601	5821	0
19603	24907	1
19603	29200	0
19701	24810	1
19701	29137	0
19702	25710	1
19702	40169	0
19801	25114	1
19801	11934	0
19802	25111	1
19802	38224	0
19803	25622	1
19803	6663	0
19804	25533	1
19804	29160	0
19805	6668	1
19805	37108	0
19807	7041	1
19807	36812	0
19808	5903	1
19808	4715	0
19810	25826	1
19810	31233	0
19813	27590	1
19813	14210	0
19814	28151	1
19814	14194	0
19816	27606	1
19816	2209	0
19817	25506	1
19817	6766	0
19818	25833	1
19818	26161	0
19821	28082	1
19821	28866	0
19822	7104	1
19822	31971	0
19823	28153	1
19823	25509	0
19825	28155	1
19825	28993	0
19826	40511	1
19826	31182	0
19830	39160	1
19830	26802	0
19831	38183	1
19831	39138	0
19832	38184	1
19832	38149	0
19901	28032	1
19901	4634	0
19903	37906	1
19903	40125	0
19907	28141	1
19907	4977	0
19908	6780	1
19908	6871	0
19911	27612	1
19911	33411	0
19914	7306	1
19914	36738	0
19917	15036	1
19917	30850	0
19918	40519	1
19918	28236	0
19921	14965	1
19921	4969	0
19926	33265	1
19926	30901	0
20002	4208	1
20002	33757	0
20003	31810	1
20003	14532	0
20006	31810	1
20006	34301	0
20011	28870	1
20011	31225	0
20016	30619	1
20016	26215	0
20017	6724	1
20017	30666	0
20018	30501	1
20018	14315	0
20022	6728	1
20022	3414	0
20027	30773	1
20027	30995	0
20034	11985	1
20034	36643	0
20035	29985	1
20035	25851	0
20038	13954	1
20038	4611	0
20102	28756	1
20102	38248	0
20103	31921	1
20103	29430	0
20104	33229	1
20104	6543	0
20105	39203	1
20105	45711	0
20106	31810	1
20106	25826	0
20109	12109	1
20109	27109	0
20110	6688	1
20110	34220	0
20112	6770	1
20112	6541	0
20115	30641	1
20115	31609	0
20116	20771	1
20116	30896	0
20118	6628	1
20118	40686	0
20123	40105	1
20123	25748	0
20124	6502	1
20124	6286	0
20132	30279	1
20132	28993	0
20133	29067	1
20133	28080	0
20135	2514	1
20135	13933	0
20137	6902	1
20137	41970	0
20202	30675	1
20202	31832	0
20204	33903	1
20204	14275	0
20313	6814	1
20313	45642	0
20314	12309	1
20314	30279	0
20401	6726	1
20401	25833	0
20514	12016	1
20514	39802	0
20522	5931	1
20522	6056	0
20523	14516	1
20523	30865	0
20525	28032	1
20525	42030	0
20527	28355	1
20527	7050	0
20531	12016	1
20531	42007	0
20532	28126	1
20532	4539	0
20533	28040	1
20533	40429	0
20534	28034	1
20534	28267	0
20535	28035	1
20535	28293	0
20536	28035	1
20536	4440	0
20539	4748	1
20539	4796	0
20544	43507	1
20544	6898	0
20554	28036	1
20554	40615	0
20556	28242	1
20556	4387	0
20621	28037	1
20621	21469	0
20622	5708	1
20622	5139	0
20623	25309	1
20623	31949	0
20624	28038	1
20624	5088	0
20625	5708	1
20625	28993	0
20628	29002	1
20628	40502	0
20638	33931	1
20638	28859	0
20639	13930	1
20639	3528	0
20643	14025	1
20643	14939	0
20653	7022	1
20653	12006	0
20658	25535	1
20658	3504	0
20659	25312	1
20659	33815	0
20660	28133	1
20660	37762	0
20701	28045	1
20701	30255	0
20706	28080	1
20706	31603	0
20707	25826	1
20707	33019	0
20710	14030	1
20710	7135	0
20711	30586	1
20711	30594	0
20715	30109	1
20715	38925	0
20716	30109	1
20716	28506	0
20721	28956	1
20721	28534	0
20724	30034	1
20724	27013	0
20728	28042	1
20728	32746	0
20731	28148	1
20731	6441	0
20732	28049	1
20732	33253	0
20734	32731	1
20734	5100	0
20735	28051	1
20735	30585	0
20748	32868	1
20748	38715	0
20752	33265	1
20752	32871	0
20753	4929	1
20753	4247	0
20754	33375	1
20754	7023	0
20755	14350	1
20755	4865	0
20758	23430	1
20758	38052	0
20762	28055	1
20762	5986	0
20764	28154	1
20764	36815	0
20765	25601	1
20765	32818	0
20766	28155	1
20766	33337	0
20768	25754	1
20768	8903	0
20777	28978	1
20777	34220	0
20780	6298	1
20780	6601	0
20782	28164	1
20782	30634	0
20784	30792	1
20784	36238	0
20790	25524	1
20790	33435	0
20791	38191	1
20791	31159	0
20795	12317	1
20795	30585	0
20799	24904	1
20799	4384	0
20802	25724	1
20802	28154	0
20804	28176	1
20804	38279	0
20806	28145	1
20806	7165	0
20808	27101	1
20808	124	0
20809	28041	1
20809	4778	0
