TARGET_CURRICULUM	TARGET	TARGET_ID	TARGET_PATH	TARGET_GRADEID	SOURCE	SOURCE_ID	SOURCE_PATH	SOURCE_GRADEID	SOURCE_CURRICULUM
CBSE	Double circulation	10116	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Human Circulatory System	6961	double circulation	30250	ICSE>Class 11>Biology>Human Physiology>Human Circulatory System	18706	ICSE
CBSE	Key	10120	CBSE>Class 11>Biology>1 The Living World>Taxonomic Categories	6961	Classifying Animals On Their Physical Characteristics	4306	Cambridge>IGCSE>Biology>1. Characteristics and classification of living organisms>1.2 Classification system	2811	Cambridge
CBSE	Key	10120	CBSE>Class 11>Biology>1 The Living World>Taxonomic Categories	6961	Identifying plants and animals using keys	14063	Cambridge>Lower Secondary Stage 9>Biology>Classification>Variation and classification	811	Cambridge
CBSE	Key	10120	CBSE>Class 11>Biology>1 The Living World>Taxonomic Categories	6961	 Dichotomous keys: Uses and Examples	4315	Cambridge>IGCSE>Biology>1. Characteristics and classification of living organisms>1.4 Dichotomous keys	2811	Cambridge
CBSE	Semi-Technical Description Of A Typical Flowering Plant	10121	CBSE>Class 11>Biology>5 Morphology Of Flowering Plants>Morphology Of Flowering Plants	6961	polyembryony plants	30625	ICSE>Class 12>Biology>Reproduction>Sexual Reproduction in Flowering Plants	18707	ICSE
CBSE	Semi-Technical Description Of A Typical Flowering Plant	10121	CBSE>Class 11>Biology>5 Morphology Of Flowering Plants>Morphology Of Flowering Plants	6961	Types of Flowers	27861	ICSE>Class 9>Biology>Flowering Plants>Flower	18609	ICSE
CBSE	Semi-Technical Description Of A Typical Flowering Plant	10121	CBSE>Class 11>Biology>5 Morphology Of Flowering Plants>Morphology Of Flowering Plants	6961	flower symmetry actinomorphic, zygomorphic	29585	ICSE>Class 11>Biology>Structural organization in Animals and Plants >Morphology of Flower	18706	ICSE
CBSE	Semi-Technical Description Of A Typical Flowering Plant	10121	CBSE>Class 11>Biology>5 Morphology Of Flowering Plants>Morphology Of Flowering Plants	6961	essential whorls flowers androecium gynoecium	29727	ICSE>Class 11>Biology>Structural organization in Animals and Plants >Morphology of Flower	18706	ICSE
CBSE	Semi-Technical Description Of A Typical Flowering Plant	10121	CBSE>Class 11>Biology>5 Morphology Of Flowering Plants>Morphology Of Flowering Plants	6961	flowers monadelphous, diadelphous, polyadelphous; epipetalous	29760	ICSE>Class 11>Biology>Structural organization in Animals and Plants >Morphology of Flower	18706	ICSE
CBSE	The Zygote	10122	CBSE>Class 12>Biology>1 Reproduction In Organisms>Sexual Reproduction	7482	Zygote formation and implantation into the uterus wall	4576	Cambridge>IGCSE>Biology>16 Reproduction>16.4 Sexual reproduction in humans	2811	Cambridge
CBSE	Seed	10128	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	Sexual reproduction	14052	Cambridge>Lower Secondary Stage 9>Biology>Plants & their reproduction>Plants	811	Cambridge
CBSE	Seed	10128	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	Structure of Flower and Reproduction in Plants	14845	English>KS3>Biology>Structure and function of living organisms>Reproduction in plants	1	English
CBSE	Seed	10128	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	clone sexual reproduction definition	30571	ICSE>Class 12>Biology>Reproduction>Reproduction in Organisms	18707	ICSE
CBSE	Seed	10128	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	bulbil agave	30575	ICSE>Class 12>Biology>Reproduction>Reproduction in Organisms	18707	ICSE
CBSE	Seed	10128	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	plants phases of lifecycle sexual reproduction	30581	ICSE>Class 12>Biology>Reproduction>Reproduction in Organisms	18707	ICSE
CBSE	Seed	10128	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	Apomixis	30624	ICSE>Class 12>Biology>Reproduction>Sexual Reproduction in Flowering Plants	18707	ICSE
CBSE	Seed	10128	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	Sexual Reproduction in Plants	34318	ICSE>Class 9>Biology>Flowering Plants>Fertilisation	18609	ICSE
CBSE	ADH and osmoregulation	10131	CBSE>Class 11>Biology>19 Excretory Products And Their Elimination>Regulation Of Kidney Function	6961	renal system 	30257	ICSE>Class 11>Biology>Human Physiology>Excretory Products and Their Elimination	18706	ICSE
CBSE	Micturition reflex and the kidney	10132	CBSE>Class 11>Biology>19 Excretory Products And Their Elimination>Regulation Of Kidney Function	6961	definition of micturition	30318	ICSE>Class 11>Biology>Human Physiology>Excretory Products and Their Elimination	18706	ICSE
CBSE	4 excretory organs	10133	CBSE>Class 11>Biology>19 Excretory Products And Their Elimination>Regulation Of Kidney Function	6961	Excretory Organs of Humans	4445	Cambridge>IGCSE>Biology>13 Excretion in humans>13.1 Excretion in humans	2811	Cambridge
CBSE	Formation of Ionic Compounds	10136	CBSE>Class 10>Science>3 Metals And Non-metals>Chemical Properties of Metals	682	Ionic Or Electrovalent Bond	27563	ICSE>Class 11>Chemistry>Chemical Properties and Molecular Structure>Electrovalent Bond and its Characteristics	18706	ICSE
CBSE	Formation of Ionic Compounds	10136	CBSE>Class 10>Science>3 Metals And Non-metals>Chemical Properties of Metals	682	Ionic Bond	33115	ICSE>Class 9>Chemistry>Atomic Structure and Chemical Bonding>Electrovalent and Covalent Bonds	18609	ICSE
CBSE	Menstrual Cycle	10140	CBSE>Class 12>Biology>3 Human Reproduction>Menstrual Cycle	7482	menstrual cycle - different phases and hormone action	30705	ICSE>Class 12>Biology>Reproduction>Human Reproduction	18707	ICSE
CBSE	Pregnancy And Embryonic Development	10141	CBSE>Class 12>Biology>3 Human Reproduction>Phases Of Pregnancy And Embryonic Development	7482	Embryo growth	7009	NGSS>NGSS High School>Life Sciences>Inheritance and Variation of Traits>Growth and Development 	3539	NGSS
CBSE	Population Explosion And Birth Control	10142	CBSE>Class 12>Biology>4 Reproductive Health>Population Stabilisation and Birth Control	7482	population explosion - role of government in controlling the population,	30720	ICSE>Class 12>Biology>Reproduction>Reproductive Health	18707	ICSE
CBSE	Population Explosion And Birth Control	10142	CBSE>Class 12>Biology>4 Reproductive Health>Population Stabilisation and Birth Control	7482	Problems Faced due to Population Explosion	38260	ICSE>Class 10>Biology>Population>Population explosion in India	18705	ICSE
CBSE	Population Explosion And Birth Control	10142	CBSE>Class 12>Biology>4 Reproductive Health>Population Stabilisation and Birth Control	7482	Causes of Population Explosion	38185	ICSE>Class 10>Biology>Population>Population explosion in India	18705	ICSE
CBSE	Law of Independent Assortment	10148	CBSE>Class 12>Biology>5 Principles Of Inheritance And Variation>Inheritance Of Two Genes	7482	Mendel's Principles of inheritance	30748	ICSE>Class 12>Biology>Genetics and Evolution>Inheritance and Variation	18707	ICSE
CBSE	Law of Independent Assortment	10148	CBSE>Class 12>Biology>5 Principles Of Inheritance And Variation>Inheritance Of Two Genes	7482	Mendel's Laws of Inheritance	37809	ICSE>Class 10>Biology>Basic Biology>Genetics	18705	ICSE
CBSE	Mendelian Disorders sickle cell Anemia	10153	CBSE>Class 12>Biology>5 Principles Of Inheritance And Variation>Genetic Disorders	7482	sickle cell anaemia	30790	ICSE>Class 12>Biology>Genetics and Evolution>Inheritance and Variation	18707	ICSE
CBSE	Mendelian Disorders sickle cell Anemia	10153	CBSE>Class 12>Biology>5 Principles Of Inheritance And Variation>Genetic Disorders	7482	Family pedigree of sickle cell anaemia	4725	Cambridge>IGCSE>Biology>18 Variation and selection>18.1 Variation	2811	Cambridge
CBSE	Structure of Polynucleotide Chain	10155	CBSE>Class 12>Biology>6 Molecular Basis Of Inheritance>The DNA	7482	Structure of DNA 	14093	Cambridge>IGCSE>Biology>4 Biological molecules>4.1 Biological molecules Supplement	2811	Cambridge
CBSE	Structure of Polynucleotide Chain	10155	CBSE>Class 12>Biology>6 Molecular Basis Of Inheritance>The DNA	7482	Structure of DNA Helix	14095	Cambridge>IGCSE>Biology>4 Biological molecules>4.1 Biological molecules Supplement	2811	Cambridge
CBSE	Structure of Polynucleotide Chain	10155	CBSE>Class 12>Biology>6 Molecular Basis Of Inheritance>The DNA	7482	Structure of DNA	37808	ICSE>Class 10>Biology>Basic Biology>Structure of Chromosome	18705	ICSE
CBSE	Structure of Polynucleotide Chain	10155	CBSE>Class 12>Biology>6 Molecular Basis Of Inheritance>The DNA	7482	Discovery and Structure of DNA	7101	NGSS>NGSS High School>Life Sciences>Inheritance and Variation of Traits>DNA Structure	3539	NGSS
CBSE	The Genetic Material is DNA 	10157	CBSE>Class 12>Biology>6 Molecular Basis Of Inheritance>The Search For Genetic Material	7482	Griffith’s experiment, Hershey and Chase’s experiment Avery, McLeod and McCarty	30801	ICSE>Class 12>Biology>Genetics and Evolution>Molecular Basis of Inheritance	18707	ICSE
CBSE	Regulation Of Gene Expression	10160	CBSE>Class 12>Biology>6 Molecular Basis Of Inheritance>Regulation Of Gene Expression	7482	Gene expression in prokaryotes	30828	ICSE>Class 12>Biology>Genetics and Evolution>Molecular Basis of Inheritance	18707	ICSE
CBSE	Human genome project uses applications	10162	CBSE>Class 12>Biology>6 Molecular Basis Of Inheritance>Human Genome Project	7482	human genome project goal	30829	ICSE>Class 12>Biology>Genetics and Evolution>Molecular Basis of Inheritance	18707	ICSE
CBSE	Dawrwin's Theory of Evolution Of Life Forms 	10163	CBSE>Class 12>Biology>7 Evolution>Evolution Of Life Forms - A Theory	7482	Theory of Natural Selection	38199	ICSE>Class 10>Biology>Human Evolution>Darwin’s theory of Natural selection	18705	ICSE
CBSE	Hardy - Weinberg Principle	10165	CBSE>Class 12>Biology>7 Evolution>Hardy - Weinberg Principle	7482	factors affecting Hardy Weinberg equilibrium: gene migration or gene flow	30892	ICSE>Class 12>Biology>Genetics and Evolution>Evolution	18707	ICSE
CBSE	Hardy - Weinberg Principle	10165	CBSE>Class 12>Biology>7 Evolution>Hardy - Weinberg Principle	7482	Hardy Weinberg’s principle	30891	ICSE>Class 12>Biology>Genetics and Evolution>Evolution	18707	ICSE
CBSE	Innate Immunity	10167	CBSE>Class 12>Biology>8 Human Health And Disease>Immunity	7482	Immunity against pathogens	3243	English>KS4>Biology>Health, disease and the development of medicines>Body defences against pathogens 	301	English
CBSE	Acquired Immunity 	10168	CBSE>Class 12>Biology>8 Human Health And Disease>Immunity	7482	innate and acquired immunity	30931	ICSE>Class 12>Biology>Biology and Human Welfare>Human Health and Diseases	18707	ICSE
CBSE	Allergies	10169	CBSE>Class 12>Biology>8 Human Health And Disease>Immunity	7482	Allergy	32324	ICSE>Class 7>Biology>Health and Hygiene>Allergy	18608	ICSE
CBSE	reflexive relation	10176	CBSE>Class 12>Mathematics>1-1 Relations And Functions>Relations	7482	reflexive relation	27106	ICSE>Class 12>Mathematics>Relations and Functions>Types of Relations	18707	ICSE
CBSE	reflexive relation	10176	CBSE>Class 12>Mathematics>1-1 Relations And Functions>Relations	7482	reflexive relation	26402	ICSE>Class 11>Mathematics>Sets and Functions>Relations and Functions	18706	ICSE
CBSE	Symmetric relation	10177	CBSE>Class 12>Mathematics>1-1 Relations And Functions>Relations	7482	Symmetric relation	26408	ICSE>Class 11>Mathematics>Sets and Functions>Relations and Functions	18706	ICSE
CBSE	Transitive relation	10178	CBSE>Class 12>Mathematics>1-1 Relations And Functions>Relations	7482	Transitive relation	26410	ICSE>Class 11>Mathematics>Sets and Functions>Relations and Functions	18706	ICSE
CBSE	Equivalence relation	10179	CBSE>Class 12>Mathematics>1-1 Relations And Functions>Relations	7482	Equivalence relation	26406	ICSE>Class 11>Mathematics>Sets and Functions>Relations and Functions	18706	ICSE
CBSE	Equivalence relation	10179	CBSE>Class 12>Mathematics>1-1 Relations And Functions>Relations	7482	Equivalence relation	27009	ICSE>Class 12>Mathematics>Relations and Functions>Types of Relations	18707	ICSE
CBSE	Inverse Trigonometric Functions defintions	10180	CBSE>Class 12>Mathematics>1-2 Inverse Trigonometric Functions>Inverse Trigonometric Functions: Definition and Properties	7482	Inverse Trigonometric Functions defintions	27012	ICSE>Class 12>Mathematics>Relations and Functions> Inverse Trigonometric Functions	18707	ICSE
CBSE	Inverse Trigonometric Functions defintions	10180	CBSE>Class 12>Mathematics>1-2 Inverse Trigonometric Functions>Inverse Trigonometric Functions: Definition and Properties	7482	Graphs Of Inverse Trigonometric Functions	27013	ICSE>Class 12>Mathematics>Relations and Functions> Inverse Trigonometric Functions	18707	ICSE
CBSE	Inverse Trigonometric Functions defintions	10180	CBSE>Class 12>Mathematics>1-2 Inverse Trigonometric Functions>Inverse Trigonometric Functions: Definition and Properties	7482	Inverse of a trigonometric functions	6158	CCSS>CCSS High School>Functions>Trigonometric Functions>Modeling periodic functions	3432	CCSS
CBSE	skew symmetric matrix	10184	CBSE>Class 12>Mathematics>1-3 Matrices>Matrices: Definition and Types	7482	skew symmetric matrix	27109	ICSE>Class 12>Mathematics>Algebra>Matrices	18707	ICSE
CBSE	Operations On Matrices	10185	CBSE>Class 12>Mathematics>1-3 Matrices>Operations On Matrices	7482	Operations On Matrices	25727	ICSE>Class 10>Mathematics>Algebra>Matrices	18705	ICSE
CBSE	Operations On Matrices	10185	CBSE>Class 12>Mathematics>1-3 Matrices>Operations On Matrices	7482	Operations On Matrices	27016	ICSE>Class 12>Mathematics>Algebra>Matrices	18707	ICSE
CBSE	Operations On Matrices	10185	CBSE>Class 12>Mathematics>1-3 Matrices>Operations On Matrices	7482	matrices	25726	ICSE>Class 10>Mathematics>Algebra>Matrices	18705	ICSE
CBSE	Operations On Matrices	10185	CBSE>Class 12>Mathematics>1-3 Matrices>Operations On Matrices	7482	Multiplying matrices	6212	CCSS>CCSS High School>Numbers and Quantities>Vector and Matrix Quantities>Matrix operations and use	3432	CCSS
CBSE	Operations On Matrices	10185	CBSE>Class 12>Mathematics>1-3 Matrices>Operations On Matrices	7482	Adding and subtracting matrices	6306	CCSS>CCSS High School>Numbers and Quantities>Vector and Matrix Quantities>Matrix operations and use	3432	CCSS
CBSE	Invertible Matrices	10186	CBSE>Class 12>Mathematics>1-3 Matrices>Operations On Matrices	7482	Invertible Matrices	27017	ICSE>Class 12>Mathematics>Algebra>Matrices	18707	ICSE
CBSE	Plant Breeding for Disease Resistance	10190	CBSE>Class 12>Biology>9 Strategies For Enhancement In Food Production>Plant Breeding	7482	steps in plant breeding germplasm collection, evaluation and selection	31111	ICSE>Class 12>Biology>Biology and Human Welfare>Enhancement in Food Production	18707	ICSE
CBSE	Plant Breeding for Disease Resistance	10190	CBSE>Class 12>Biology>9 Strategies For Enhancement In Food Production>Plant Breeding	7482	selection and testing of recombinants plants	31113	ICSE>Class 12>Biology>Biology and Human Welfare>Enhancement in Food Production	18707	ICSE
CBSE	Adjoint And Inverse Of A Matrix	10192	CBSE>Class 12>Mathematics>1-4 Determinants>Properties Of Determinants (matrices)	7482	Adjoint And Inverse Of A Matrix	27020	ICSE>Class 12>Mathematics>Algebra>Determinants	18707	ICSE
CBSE	Adjoint And Inverse Of A Matrix	10192	CBSE>Class 12>Mathematics>1-4 Determinants>Properties Of Determinants (matrices)	7482	Minors And Cofactors Of Matrices	27112	ICSE>Class 12>Mathematics>Algebra>Determinants	18707	ICSE
CBSE	Disorders Of Respiratory System	10202	CBSE>Class 11>Biology>17 Breathing And Exchange Of Gases>Disorders Of Respiratory System	6961	occupational respiratory disorders	30304	ICSE>Class 11>Biology>Human Physiology>Breathing and Exchange of Gases	18706	ICSE
CBSE	Construction of tangents to a circle	10204	CBSE>Class 10>Mathematics>11 Constructions>Constructions	682	Tangent to a Circle	25836	ICSE>Class 10>Mathematics>Geometry>Circle: Tangent and Secant Properties	18705	ICSE
CBSE	distance formula	10206	CBSE>Class 10>Mathematics>7 Coordinate Geometry>Coordinate Geometry	682	distance formula	25528	ICSE>Class 9>Mathematics>Coordinate Geometry>Linear Equations and Distance Formula	18609	ICSE
CBSE	distance formula	10206	CBSE>Class 10>Mathematics>7 Coordinate Geometry>Coordinate Geometry	682	Distance formula	6138	CCSS>CCSS High School>Geometry>Expressing Geometric Properties with Equations>Coordinates and geometric theorems	3432	CCSS
CBSE	Section Formula	10207	CBSE>Class 10>Mathematics>7 Coordinate Geometry>Coordinate Geometry	682	Section formula - coordinate geometry- class X	25731	ICSE>Class 10>Mathematics>Algebra>Coordinate Geometry	18705	ICSE
CBSE	Section Formula	10207	CBSE>Class 10>Mathematics>7 Coordinate Geometry>Coordinate Geometry	682	Section Formula	26520	ICSE>Class 11>Mathematics>3-D Geometry>Introduction to 3D Geometry	18706	ICSE
CBSE	Coagulation of Blood	10211	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Body Fluids And Circulation	6961	Process of clotting	4298	Cambridge>IGCSE>Biology>9. Transport in animals>9.4 Blood	2811	Cambridge
CBSE	Coagulation of Blood	10211	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Body Fluids And Circulation	6961	Blood clotting	4299	Cambridge>IGCSE>Biology>9. Transport in animals>9.4 Blood	2811	Cambridge
CBSE	Coagulation of Blood	10211	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Body Fluids And Circulation	6961	Process of Blood Coagulation	38051	ICSE>Class 10>Biology>Human Anatomy and Physiology>Circulatory System	18705	ICSE
CBSE	Human Circulatory System	10212	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Human Circulatory System	6961	human circulatory system	30309	ICSE>Class 11>Biology>Human Physiology>Human Circulatory System	18706	ICSE
CBSE	Human Circulatory System	10212	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Human Circulatory System	6961	Advantages of a double circulatory system	4399	Cambridge>IGCSE>Biology>9. Transport in animals>9.1 Transport in animals	2811	Cambridge
CBSE	Human Circulatory System	10212	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Human Circulatory System	6961	double circulation	30250	ICSE>Class 11>Biology>Human Physiology>Human Circulatory System	18706	ICSE
CBSE	Human Circulatory System	10212	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Human Circulatory System	6961	Circulatory system	4398	Cambridge>IGCSE>Biology>9. Transport in animals>9.1 Transport in animals	2811	Cambridge
CBSE	Disorders Of The Circulatory System	10213	CBSE>Class 11>Biology>18 Body Fluids And Circulation>Human Circulatory System	6961	Angina	30315	ICSE>Class 11>Biology>Human Physiology>Cardiovascular Disorders	18706	ICSE
CBSE	Botanical Gardens	10215	CBSE>Class 11>Biology>1 The Living World>Taxonomic Categories	6961	botanical gardens conservation	31629	ICSE>Class 12>Biology>Ecology and Environment>Biodiversity and its Conservation	18707	ICSE
CBSE	Gametogenesis 	10217	CBSE>Class 12>Biology>1 Reproduction In Organisms>Sexual Reproduction	7482	spermatogenesis spermiogenesis and spermiation	30700	ICSE>Class 12>Biology>Reproduction>Human Reproduction	18707	ICSE
CBSE	The Pistil, Megasporangium (ovule) and Embryo sac	10222	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	megasporogenesis	30613	ICSE>Class 12>Biology>Reproduction>Sexual Reproduction in Flowering Plants	18707	ICSE
CBSE	The Pistil, Megasporangium (ovule) and Embryo sac	10222	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	Pollen travel through the pollen tube to the ovules	4495	Cambridge>IGCSE>Biology>16 Reproduction>16.3 Sexual reproduction in plants	2811	Cambridge
CBSE	The Pistil, Megasporangium (ovule) and Embryo sac	10222	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	essential whorls flowers androecium gynoecium	29727	ICSE>Class 11>Biology>Structural organization in Animals and Plants >Morphology of Flower	18706	ICSE
CBSE	The Pistil, Megasporangium (ovule) and Embryo sac	10222	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	microsporangium structure	30606	ICSE>Class 12>Biology>Reproduction>Sexual Reproduction in Flowering Plants	18707	ICSE
CBSE	The Pistil, Megasporangium (ovule) and Embryo sac	10222	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	structure and development of pollen grain	30608	ICSE>Class 12>Biology>Reproduction>Sexual Reproduction in Flowering Plants	18707	ICSE
CBSE	Pollination	10224	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	Pollination	6723	Cambridge>Primary Stage 5>Biology>Plants & their Lifecycle>Plants	8107	Cambridge
CBSE	Pollination	10224	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	Pollination and its Types	30780	ICSE>Class 6>Biology>Plant Life>The Flower	18703	ICSE
CBSE	Pollination	10224	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	Agents of Cross Pollination	30783	ICSE>Class 6>Biology>Plant Life>The Flower	18703	ICSE
CBSE	Pollination	10224	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	Pollinators	11989	Scotland>Second Level>Sciences>Biological systems>Inheritance	9701	Scotland
CBSE	Pollination	10224	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Pre-fertilisation: Structures And Events	7482	 prevention of self- pollination avoidance	30617	ICSE>Class 12>Biology>Reproduction>Sexual Reproduction in Flowering Plants	18707	ICSE
CBSE	Endosperm	10229	CBSE>Class 12>Biology>2 Sexual Reproduction In Flowering Plants>Post-fertilisation: Structures And Events	7482	types of endosperm cellular, nuclear and helobial	30636	ICSE>Class 12>Biology>Reproduction>Sexual Reproduction in Flowering Plants	18707	ICSE
CBSE	kidney disorders	10231	CBSE>Class 11>Biology>19 Excretory Products And Their Elimination>Disorders Of The Excretory System	6961	Kidney Disorders	37976	ICSE>Class 10>Biology>Human Anatomy and Physiology>Excretory System	18705	ICSE
CBSE	Fertilisation And Implantation	10237	CBSE>Class 12>Biology>3 Human Reproduction>Fertilisation And Implantation	7482	IVF applications	30731	ICSE>Class 12>Biology>Reproduction>Reproductive Health	18707	ICSE
CBSE	Fertilisation And Implantation	10237	CBSE>Class 12>Biology>3 Human Reproduction>Fertilisation And Implantation	7482	 Fertilisation in sexual reproduction 	4485	Cambridge>IGCSE>Biology>16 Reproduction>16.2 Sexual reproduction	2811	Cambridge
CBSE	Fertilisation And Implantation	10237	CBSE>Class 12>Biology>3 Human Reproduction>Fertilisation And Implantation	7482	Fertilization and Implantation	38072	ICSE>Class 10>Biology>Human Anatomy and Physiology>The Reproductive System	18705	ICSE
CBSE	Labor (Parturition)	10238	CBSE>Class 12>Biology>3 Human Reproduction>Phases Of Pregnancy And Embryonic Development	7482	Gestation and Parturition	38073	ICSE>Class 10>Biology>Human Anatomy and Physiology>The Reproductive System	18705	ICSE
CBSE	Infertility	10241	CBSE>Class 12>Biology>4 Reproductive Health>Medical Termination Of Pregnancy And Infertility	7482	causes of infertility	30729	ICSE>Class 12>Biology>Reproduction>Reproductive Health	18707	ICSE
CBSE	Inheritance Of One Gene	10242	CBSE>Class 12>Biology>5 Principles Of Inheritance And Variation>Inheritance Of One Gene	7482	Monohybrid Cross	37811	ICSE>Class 10>Biology>Basic Biology>Genetics	18705	ICSE
